address,price_per_month,bedrooms,bathrooms,square_feet,price_per_sqft,listing_date,neighborhood,latitude,longitude,days_listed,link
"31624 W 9th Dr, Laguna Niguel, CA 92677",4075.0,3.0,2.0,1219.0,3.34,2024-10-07 19:45:44.838264,,,,,https://www.zillow.com/homedetails/31624-W-9th-Dr-Laguna-Niguel-CA-92677/2086641059_zpid/
